"SPECIES","YEAR","WEEKNO","NM"
30,2012,23,8.64758543823118e-05
30,2012,24,3.82276519808378e-05
30,2012,25,1.66092761068503e-05
30,2012,26,7.19568548107574e-06
30,2013,1,4.95717033221352e-18
30,2013,2,4.95717033221352e-18
30,2013,3,4.95717033221352e-18
30,2013,4,4.95717033221352e-18
30,2013,5,4.95717033221352e-18
30,2013,6,4.95717033221352e-18
30,2013,7,4.95717033221352e-18
30,2013,8,4.95717033221352e-18
30,2013,9,4.95717033221352e-18
30,2013,10,5.75404004562649e-15
30,2013,11,3.65746278473265e-06
30,2013,12,0.0397174076671241
30,2013,13,0.2356908340454
30,2013,14,0.148684847425075
30,2013,15,0.234583836571382
30,2013,16,0.243487121813481
30,2013,17,0.0452768048279615
30,2013,18,0.0483605342058364
30,2013,19,0.00419495598094912
30,2013,20,4.95717033221352e-18
30,2013,21,4.95717033221352e-18
30,2013,22,4.95717033221352e-18
30,2013,23,4.95717033221352e-18
30,2013,24,4.95717033221352e-18
30,2013,25,4.95717033221352e-18
30,2013,26,4.95717033221352e-18
30,2014,1,4.1954866350058e-10
30,2014,2,3.12639477784261e-09
30,2014,3,2.32659216931857e-08
30,2014,4,1.72676426418208e-07
30,2014,5,1.27950883665489e-06
30,2014,6,9.52340786257407e-06
30,2014,7,7.16348583264665e-05
30,2014,8,0.000537573444352016
30,2014,9,0.00388685407729881
30,2014,10,0.0257213538508816
30,2014,11,0.123864563014228
30,2014,12,0.307702981140862
30,2014,13,0.304012769964934
30,2014,14,0.148935446785976
30,2014,15,0.0533026471046467
30,2014,16,0.0189602039963312
30,2014,17,0.00724845168301832
30,2014,18,0.0030885653311184
30,2014,19,0.00145141617548093
30,2014,20,0.000692094300976488
30,2014,21,0.000307395939746234
30,2014,22,0.000125366478339443
30,2014,23,4.92259243370727e-05
30,2014,24,1.94643056656149e-05
30,2014,25,7.82106328888775e-06
30,2014,26,3.1681552008349e-06
30,2015,1,5.03372246818226e-18
30,2015,2,1.06554700650293e-17
30,2015,3,1.03770757668372e-15
30,2015,4,9.18284710529371e-14
30,2015,5,7.671182803393e-12
30,2015,6,7.5242493148252e-10
30,2015,7,1.08375863185579e-07
30,2015,8,1.70747492123637e-05
30,2015,9,0.00120395164271348
30,2015,10,0.0164331916858626
30,2015,11,0.052831990861227
30,2015,12,0.0948704557314482
30,2015,13,0.190826740881536
30,2015,14,0.317209932918843
30,2015,15,0.2271801533671
30,2015,16,0.0539607538064311
30,2015,17,0.0100490647943478
30,2015,18,0.00418326803643896
30,2015,19,0.0050243579714894
30,2015,20,0.00657944535421885
30,2015,21,0.00340536642967147
30,2015,22,0.000798274785677012
30,2015,23,0.000262808452985928
30,2015,24,0.000338135892715381
30,2015,25,0.0015429925129295
30,2015,26,0.0132819309890995
30,2016,1,6.24335847012816e-11
30,2016,2,8.15079213688618e-10
30,2016,3,1.06561916856196e-08
30,2016,4,1.40516779664639e-07
30,2016,5,1.88434343519689e-06
30,2016,6,2.54066174479255e-05
30,2016,7,0.000330302861316843
30,2016,8,0.00390021647266935
30,2016,9,0.0329728420271637
30,2016,10,0.140246286621341
30,2016,11,0.236221647842427
30,2016,12,0.19669543580855
30,2016,13,0.113342957716446
30,2016,14,0.0602399812034948
30,2016,15,0.0364746528988468
30,2016,16,0.0302837421213037
30,2016,17,0.0331531600261592
30,2016,18,0.0398118180649034
30,2016,19,0.0419401359201114
30,2016,20,0.0267343108812506
30,2016,21,0.00689455679641184
30,2016,22,0.000684418282512378
30,2016,23,4.2989145440769e-05
30,2016,24,2.85146871111219e-06
30,2016,25,2.302705695384e-07
30,2016,26,2.05590031694476e-08
30,2017,1,1.03370403867187e-17
30,2017,2,1.03370403867187e-17
30,2017,3,1.03370403867187e-17
30,2017,4,1.03370403867187e-17
30,2017,5,1.03370403867187e-17
30,2017,6,1.03370403867187e-17
30,2017,7,2.99591730349964e-08
30,2017,8,0.00105988106730604
30,2017,9,0.0274613255249372
30,2017,10,0.0989868018427558
30,2017,11,0.277617532338051
30,2017,12,0.34848978920455
30,2017,13,0.136975261463735
30,2017,14,0.0435769637989038
30,2017,15,0.0455320008935631
30,2017,16,0.0203003887471186
30,2017,17,2.51599061406966e-08
30,2017,18,1.03370403867187e-17
30,2017,19,1.03370403867187e-17
30,2017,20,1.03370403867187e-17
30,2017,21,1.03370403867187e-17
30,2017,22,1.03370403867187e-17
30,2017,23,1.03370403867187e-17
30,2017,24,1.03370403867187e-17
30,2017,25,1.03370403867187e-17
30,2017,26,1.03370403867187e-17
30,2018,1,4.8512760233632e-18
30,2018,2,4.81647366018701e-17
30,2018,3,5.27721921918995e-15
30,2018,4,5.22063326626846e-13
30,2018,5,4.85696875535684e-11
30,2018,6,5.36222602142197e-09
30,2018,7,8.91392172700537e-07
30,2018,8,0.00016079579554411
30,2018,9,0.0117945957427608
30,2018,10,0.139154560521841
30,2018,11,0.299110810827752
30,2018,12,0.261566704524875
30,2018,13,0.181656970057712
30,2018,14,0.0865185719806745
30,2018,15,0.0183825278020486
30,2018,16,0.001527527743083
30,2018,17,0.000102767708579099
30,2018,18,1.33900932456614e-05
30,2018,19,4.71277908858051e-06
30,2018,20,2.70849579578056e-06
30,2018,21,1.45993539703449e-06
30,2018,22,6.16032959401837e-07
30,2018,23,2.34664027932726e-07
30,2018,24,9.27126122008428e-08
30,2018,25,3.89268662685013e-08
30,2018,26,1.68516421010724e-08
30,2019,1,4.24067606114317e-18
30,2019,2,4.24067606114317e-18
30,2019,3,4.24067606114317e-18
30,2019,4,4.24067606114317e-18
30,2019,5,4.24067606114317e-18
30,2019,6,4.24067606114317e-18
30,2019,7,4.24067606114317e-18
30,2019,8,4.24067606114317e-18
30,2019,9,2.13251981727213e-15
30,2019,10,6.28277196253303e-05
30,2019,11,0.182629217471779
30,2019,12,0.211370232611785
30,2019,13,0.146091031282076
30,2019,14,0.188508340999955
30,2019,15,0.16608626216782
30,2019,16,0.0566106311643985
30,2019,17,0.014989704548438
30,2019,18,0.00767200579753692
30,2019,19,0.00936020516493464
30,2019,20,0.0113095280889126
30,2019,21,0.00505805038864425
30,2019,22,0.000251616185492668
30,2019,23,3.46404371345262e-07
30,2019,24,4.22855907349789e-12
30,2019,25,4.24067606114317e-18
30,2019,26,4.24067606114317e-18
30,2020,1,1.33886015300283e-16
30,2020,2,7.65179653699502e-15
30,2020,3,4.26375827246757e-13
30,2020,4,2.25914635315235e-11
30,2020,5,1.16128638544154e-09
30,2020,6,6.49526438787577e-08
30,2020,7,4.43428154396587e-06
30,2020,8,0.000290545926433935
30,2020,9,0.00952727558829803
30,2020,10,0.0843585632751915
30,2020,11,0.211279857389269
30,2020,12,0.240547001130436
30,2020,13,0.190738977717226
30,2020,14,0.118675283657403
30,2020,15,0.0586648574975359
30,2020,16,0.0257302273446739
30,2020,17,0.0148250200081474
30,2020,18,0.0171928855712487
30,2020,19,0.0233400746435511
30,2020,20,0.00480553320947193
30,2020,21,1.93946943007544e-05
30,2020,22,1.92827024639599e-09
30,2020,23,4.24502901992853e-14
30,2020,24,8.80619023673265e-18
30,2020,25,8.80619023673265e-18
30,2020,26,8.80619023673265e-18
30,2021,1,3.91842112891351e-18
30,2021,2,3.91842112891351e-18
30,2021,3,3.91842112891351e-18
30,2021,4,3.91842112891351e-18
30,2021,5,3.91842112891351e-18
30,2021,6,3.91842112891351e-18
30,2021,7,3.20842043422879e-13
30,2021,8,2.72497976750779e-08
30,2021,9,0.000198931962334096
30,2021,10,0.0379198370919157
30,2021,11,0.201229764707145
30,2021,12,0.221935895841273
30,2021,13,0.262421209431439
30,2021,14,0.200278133767226
30,2021,15,0.0407954767121331
30,2021,16,0.00598515433515612
30,2021,17,0.0054807459328874
30,2021,18,0.0203118299215653
30,2021,19,0.00344201914707728
30,2021,20,9.73892343938694e-07
30,2021,21,7.38560658890731e-12
30,2021,22,8.43990371974236e-17
30,2021,23,3.91842112891351e-18
30,2021,24,3.91842112891351e-18
30,2021,25,3.91842112891351e-18
30,2021,26,3.91842112891351e-18
34,1976,1,2.22044604916613e-16
34,1976,2,2.22044604916613e-16
34,1976,3,2.22044604916613e-16
34,1976,4,2.22044604916613e-16
34,1976,5,2.22044604916613e-16
34,1976,6,2.22044604916613e-16
34,1976,7,2.22044604916613e-16
34,1976,8,2.22044604916613e-16
34,1976,9,2.22044604916613e-16
34,1976,10,2.22044604916613e-16
34,1976,11,2.22044604916613e-16
34,1976,12,2.22044604916613e-16
34,1976,13,2.22044604916613e-16
34,1976,14,2.22044604916613e-16
34,1976,15,4.78064567884003e-16
34,1976,16,7.18395701094202e-13
34,1976,17,1.12582827192511e-09
34,1976,18,5.59239941008318e-06
34,1976,19,0.026472287722377
34,1976,20,0.947063618719646
34,1976,21,0.0264335491125251
34,1976,22,2.49258558197466e-05
34,1976,23,2.50256891972284e-08
34,1976,24,3.79119678937538e-11
34,1976,25,7.05494716808054e-14
34,1976,26,2.22044604916613e-16
34,1977,1,7.46795022842334e-17
34,1977,2,7.46795022842334e-17
34,1977,3,7.46795022842334e-17
34,1977,4,7.46795022842334e-17
34,1977,5,7.46795022842334e-17
34,1977,6,7.46795022842334e-17
34,1977,7,7.46795022842334e-17
34,1977,8,7.46795022842334e-17
34,1977,9,7.46795022842334e-17
34,1977,10,3.79592096908972e-10
34,1977,11,0.00222317099615615
34,1977,12,0.327214663422595
34,1977,13,0.00226308598579474
34,1977,14,2.70068212554584e-07
34,1977,15,3.17973496956381e-11
34,1977,16,3.92114614156039e-14
34,1977,17,5.47497298149861e-15
34,1977,18,9.62056944716495e-13
34,1977,19,7.54571681468935e-08
34,1977,20,0.00449313468799472
34,1977,21,0.656149682433512
34,1977,22,0.00765591528654113
34,1977,23,1.24962913581718e-09
34,1977,24,7.46795022842334e-17
34,1977,25,7.46795022842334e-17
34,1977,26,7.46795022842334e-17
34,1979,1,1.49400450765781e-16
34,1979,2,1.49400450765781e-16
34,1979,3,1.49400450765781e-16
34,1979,4,1.49400450765781e-16
34,1979,5,1.49400450765781e-16
34,1979,6,1.49400450765781e-16
34,1979,7,1.49400450765781e-16
34,1979,8,1.49400450765781e-16
34,1979,9,1.49400450765781e-16
34,1979,10,1.49400450765781e-16
34,1979,11,1.49400450765781e-16
34,1979,12,1.49400450765781e-16
34,1979,13,1.49400450765781e-16
34,1979,14,1.49400450765781e-16
34,1979,15,4.58465858644648e-14
34,1979,16,1.6934984299604e-11
34,1979,17,6.96935764699332e-09
34,1979,18,4.73901854681551e-06
34,1979,19,0.00321727605608179
34,1979,20,0.327160185602243
34,1979,21,0.663170976517313
34,1979,22,0.00644483489015102
34,1979,23,1.98054810973478e-06
34,1979,24,3.81026951362859e-10
34,1979,25,1.87461829120498e-13
34,1979,26,1.55185101193581e-16
34,1980,1,1.25865193679046e-14
34,1980,2,3.6884451862872e-13
34,1980,3,1.03801235938473e-11
34,1980,4,2.69524116100068e-10
34,1980,5,6.66754420160491e-09
34,1980,6,1.88768064885044e-07
34,1980,7,7.38063855311014e-06
34,1980,8,0.000310101298869395
34,1980,9,0.00655969159331667
34,1980,10,0.0336055563483375
34,1980,11,0.0378492836675973
34,1980,12,0.012815202267918
34,1980,13,0.00190252912175795
34,1980,14,0.00024943574635068
34,1980,15,6.50573016420168e-05
34,1980,16,5.73374808583031e-05
34,1980,17,0.000128736223055685
34,1980,18,0.000480953504011268
34,1980,19,0.00216638252584606
34,1980,20,0.010012519119885
34,1980,21,0.0409330874818309
34,1980,22,0.125468671135049
34,1980,23,0.240870445247208
34,1980,24,0.250064458547829
34,1980,25,0.15826983482314
34,1980,26,0.0781831402110503
34,1981,1,1.19677557200571e-07
34,1981,2,3.51479269848756e-07
34,1981,3,1.0339005189852e-06
34,1981,4,3.05094351746435e-06
34,1981,5,9.01986422512232e-06
34,1981,6,2.65209101943551e-05
34,1981,7,7.69676323841013e-05
34,1981,8,0.000222301154221986
34,1981,9,0.000656173647916812
34,1981,10,0.00201374069816733
34,1981,11,0.00579367502761441
34,1981,12,0.0130352175488616
34,1981,13,0.0196934208870069
34,1981,14,0.0203198554116438
34,1981,15,0.0154480319766053
34,1981,16,0.0101275281761809
34,1981,17,0.00846835382155043
34,1981,18,0.0138329632298212
34,1981,19,0.0446688994769135
34,1981,20,0.151781401823227
34,1981,21,0.280795491780951
34,1981,22,0.237213238160657
34,1981,23,0.116557818737848
34,1981,24,0.042438507292276
34,1981,25,0.0130955690836775
34,1981,26,0.00372074765719242
34,1982,1,2.66386204493861e-07
34,1982,2,5.41223749598566e-07
34,1982,3,1.09959987407509e-06
34,1982,4,2.23397355197575e-06
34,1982,5,4.5384867109048e-06
34,1982,6,9.22065737436074e-06
34,1982,7,1.87352199633396e-05
34,1982,8,3.80667790349466e-05
34,1982,9,7.73163090386624e-05
34,1982,10,0.000156926082724798
34,1982,11,0.000318351685240757
34,1982,12,0.000645866785839419
34,1982,13,0.0013098863122629
34,1982,14,0.00264077800788323
34,1982,15,0.00525289171763574
34,1982,16,0.0102298853850008
34,1982,17,0.0193390207417462
34,1982,18,0.0351756537049278
34,1982,19,0.0604279118434055
34,1982,20,0.0948070615026438
34,1982,21,0.131281717538375
34,1982,22,0.156949016068377
34,1982,23,0.160139689248064
34,1982,24,0.138695372283623
34,1982,25,0.106136626336445
34,1982,26,0.0763413261203031
34,1983,1,1.55974657167606e-17
34,1983,2,1.55974657167606e-17
34,1983,3,1.88390496350316e-17
34,1983,4,2.60825914962804e-15
34,1983,5,3.36612212763123e-13
34,1983,6,5.28370338747754e-11
34,1983,7,1.32522047356654e-08
34,1983,8,3.71324778297362e-06
34,1983,9,0.000391932292681587
34,1983,10,0.00554143890288358
34,1983,11,0.0111027238699679
34,1983,12,0.00673818340161695
34,1983,13,0.00263026306139203
34,1983,14,0.00126550678456962
34,1983,15,0.00138730309755797
34,1983,16,0.00466322769555415
34,1983,17,0.0259567236925304
34,1983,18,0.110356782072192
34,1983,19,0.229054620539056
34,1983,20,0.245956821664688
34,1983,21,0.152443685538873
34,1983,22,0.0702410557955443
34,1983,23,0.0350860436043627
34,1983,24,0.0265862971309464
34,1983,25,0.0298333786129886
34,1983,26,0.0407602856894307
34,1984,1,4.63668266982159e-17
34,1984,2,4.63668266982159e-17
34,1984,3,4.63668266982159e-17
34,1984,4,4.63668266982159e-17
34,1984,5,4.63668266982159e-17
34,1984,6,4.63668266982159e-17
34,1984,7,4.63668266982159e-17
34,1984,8,4.63668266982159e-17
34,1984,9,4.63668266982159e-17
34,1984,10,4.63668266982159e-17
34,1984,11,4.63668266982159e-17
34,1984,12,4.63668266982159e-17
34,1984,13,4.63668266982159e-17
34,1984,14,1.21085721517295e-14
34,1984,15,1.54288689219212e-05
34,1984,16,0.0384445938908892
34,1984,17,0.01946561307046
34,1984,18,0.000939384034372617
34,1984,19,0.000193726025925798
34,1984,20,0.000201175870043841
34,1984,21,0.000884998700314555
34,1984,22,0.00902908330456239
34,1984,23,0.0806580098863573
34,1984,24,0.263997932463282
34,1984,25,0.330542455195866
34,1984,26,0.255627598688992
34,1985,1,7.42418154628712e-17
34,1985,2,7.42418154628712e-17
34,1985,3,7.42418154628712e-17
34,1985,4,7.42418154628712e-17
34,1985,5,7.42418154628712e-17
34,1985,6,7.42418154628712e-17
34,1985,7,7.42418154628712e-17
34,1985,8,7.42418154628712e-17
34,1985,9,7.42418154628712e-17
34,1985,10,7.42418154628712e-17
34,1985,11,0.335921731397497
34,1985,12,0.323174234331983
34,1985,13,0.00999361591882511
34,1985,14,0.0791470102692284
34,1985,15,0.0845190673376268
34,1985,16,5.21293600781378e-05
34,1985,17,3.46876615691852e-11
34,1985,18,7.42418154628712e-17
34,1985,19,7.42418154628712e-17
34,1985,20,7.42418154628712e-17
34,1985,21,7.42418154628712e-17
34,1985,22,8.1916857983406e-16
34,1985,23,5.00613065041467e-05
34,1985,24,0.167090488521254
34,1985,25,5.16615175640379e-05
34,1985,26,4.74979037681975e-12
34,1986,1,2.96068964034822e-07
34,1986,2,5.22405822867843e-07
34,1986,3,9.21771198328405e-07
34,1986,4,1.62644079540195e-06
34,1986,5,2.86981158203346e-06
34,1986,6,5.06370630851314e-06
34,1986,7,8.93477527733669e-06
34,1986,8,1.57651736417822e-05
34,1986,9,2.78172301028568e-05
34,1986,10,4.90827635369542e-05
34,1986,11,8.66052322626086e-05
34,1986,12,0.000152812631142341
34,1986,13,0.000269633826177029
34,1986,14,0.000475761715031768
34,1986,15,0.000839468871306753
34,1986,16,0.00148122038229134
34,1986,17,0.00261357351763985
34,1986,18,0.00461157921628894
34,1986,19,0.00813700259038149
34,1986,20,0.0143575038370288
34,1986,21,0.0253333688085339
34,1986,22,0.0446998350512011
34,1986,23,0.0788709571454579
34,1986,24,0.13916369785777
34,1986,25,0.245545645309098
34,1986,26,0.433248433861158
34,1987,1,1.11121911960059e-16
34,1987,2,1.11121911960059e-16
34,1987,3,1.11121911960059e-16
34,1987,4,1.11121911960059e-16
34,1987,5,1.11121911960059e-16
34,1987,6,1.11121911960059e-16
34,1987,7,1.11121911960059e-16
34,1987,8,5.46777736922708e-16
34,1987,9,8.59065167559453e-14
34,1987,10,1.24118200120494e-11
34,1987,11,1.62294649663362e-09
34,1987,12,2.40167153440542e-07
34,1987,13,5.25858975818135e-05
34,1987,14,0.00885105041285597
34,1987,15,0.142331689900271
34,1987,16,0.0328654203436221
34,1987,17,0.000623698435255458
34,1987,18,5.82764191994429e-05
34,1987,19,0.000452907193271923
34,1987,20,0.0267407450258918
34,1987,21,0.308298200915079
34,1987,22,0.165006919878241
34,1987,23,0.0306440413784294
34,1987,24,0.0170670446337371
34,1987,25,0.0424015958026346
34,1987,26,0.22460558196133
34,1988,1,2.16489182479648e-16
34,1988,2,2.16489182479648e-16
34,1988,3,2.16489182479648e-16
34,1988,4,1.81204999443236e-15
34,1988,5,2.51621349238421e-12
34,1988,6,4.34252931290342e-09
34,1988,7,1.22658079097279e-05
34,1988,8,0.0159697088528081
34,1988,9,0.453749955121862
34,1988,10,0.0175659471318497
34,1988,11,4.57562002175459e-06
34,1988,12,6.64303394549647e-10
34,1988,13,2.75193848280239e-12
34,1988,14,8.66537815187837e-13
34,1988,15,1.97604498273536e-11
34,1988,16,1.68215654951231e-08
34,1988,17,4.72148442704296e-05
34,1988,18,0.0284392138425225
34,1988,19,0.434203810354605
34,1988,20,0.0499915820621854
34,1988,21,1.57044683978005e-05
34,1988,22,3.92704281067038e-11
34,1988,23,2.16489182479648e-16
34,1988,24,2.16489182479648e-16
34,1988,25,2.16489182479648e-16
34,1988,26,2.16489182479648e-16
34,1989,1,5.76011114762227e-11
34,1989,2,1.92888208762331e-10
34,1989,3,6.45948605529289e-10
34,1989,4,2.16334107060591e-09
34,1989,5,7.24557601676156e-09
34,1989,6,2.4264011080074e-08
34,1989,7,8.12293171388934e-08
34,1989,8,2.71911840447925e-07
34,1989,9,9.1081032572327e-07
34,1989,10,3.05467726312476e-06
34,1989,11,1.02419569042093e-05
34,1989,12,3.42323014643674e-05
34,1989,13,0.000113895628352683
34,1989,14,0.000379787827178862
34,1989,15,0.00128148621093113
34,1989,16,0.00433757358708151
34,1989,17,0.0138508167133754
34,1989,18,0.0388743428023128
34,1989,19,0.089565573526021
34,1989,20,0.158816514978737
34,1989,21,0.204037003372086
34,1989,22,0.191448130797228
34,1989,23,0.140304544652186
34,1989,24,0.0859823839887988
34,1989,25,0.0468666608469214
34,1989,26,0.0240924576123075
34,1990,1,6.68895005191265e-17
34,1990,2,6.68895005191265e-17
34,1990,3,6.68895005191265e-17
34,1990,4,6.68895005191265e-17
34,1990,5,6.68895005191265e-17
34,1990,6,6.68895005191265e-17
34,1990,7,6.68895005191265e-17
34,1990,8,6.68895005191265e-17
34,1990,9,1.57624263530897e-05
34,1990,10,0.0463094808820939
34,1990,11,6.68895005191265e-17
34,1990,12,6.68895005191265e-17
34,1990,13,6.68895005191265e-17
34,1990,14,6.68895005191265e-17
34,1990,15,6.68895005191265e-17
34,1990,16,1.72512135102006e-11
34,1990,17,0.00422981730496532
34,1990,18,0.092638648344686
34,1990,19,0.215765311302568
34,1990,20,0.230411706619488
34,1990,21,0.164346302679051
34,1990,22,0.100092086873258
34,1990,23,0.0594280122555607
34,1990,24,0.0385902125454462
34,1990,25,0.0275488315720746
34,1990,26,0.0206238271772028
34,1991,1,6.79573507128487e-12
34,1991,2,2.04321977152556e-11
34,1991,3,6.14317093913728e-11
34,1991,4,1.84700418729749e-10
34,1991,5,5.55318080814052e-10
34,1991,6,1.66962714820614e-09
34,1991,7,5.02002824520856e-09
34,1991,8,1.50936767898095e-08
34,1991,9,4.53801094217758e-08
34,1991,10,1.36427287472032e-07
34,1991,11,4.10151022378714e-07
34,1991,12,1.23331006543536e-06
34,1991,13,3.70955463015415e-06
34,1991,14,1.11552109305133e-05
34,1991,15,3.35150095844242e-05
34,1991,16,0.00010059981371807
34,1991,17,0.000302260438757862
34,1991,18,0.000911006056504201
34,1991,19,0.00274104447206831
34,1991,20,0.00810527119834132
34,1991,21,0.0231131151706743
34,1991,22,0.0598069944632159
34,1991,23,0.127424097722584
34,1991,24,0.20599050664169
34,1991,25,0.265617774366703
34,1991,26,0.305837102000103
34,1992,1,1.18009747470046e-10
34,1992,2,2.38824841030071e-09
34,1992,3,5.55979340326257e-08
34,1992,4,1.70982836238249e-06
34,1992,5,6.09379023613423e-05
34,1992,6,0.00125517021205599
34,1992,7,0.00708583483355741
34,1992,8,0.009775004662958
34,1992,9,0.00609558485787857
34,1992,10,0.00324399752966018
34,1992,11,0.00219805748069095
34,1992,12,0.00243018062095334
34,1992,13,0.0051770582952616
34,1992,14,0.0161004739353598
34,1992,15,0.0474699966191163
34,1992,16,0.0970422010947744
34,1992,17,0.141671930056281
34,1992,18,0.161621665584159
34,1992,19,0.151650811772172
34,1992,20,0.115984857926134
34,1992,21,0.0717867675691612
34,1992,22,0.040483462794013
34,1992,23,0.0261130025856464
34,1992,24,0.0235570504034598
34,1992,25,0.0286660313758033
34,1992,26,0.0405281539559884
34,1993,1,2.94924685542134e-07
34,1993,2,6.71984724031518e-07
34,1993,3,1.53108420176377e-06
34,1993,4,3.48836201475445e-06
34,1993,5,7.94728201441264e-06
34,1993,6,1.81053268333696e-05
34,1993,7,4.12513775439724e-05
34,1993,8,9.40049851600967e-05
34,1993,9,0.000214159129737472
34,1993,10,0.00048733959919394
34,1993,11,0.00110702281877816
34,1993,12,0.0025106084639594
34,1993,13,0.00568564369655727
34,1993,14,0.0127292412917134
34,1993,15,0.0274545753548221
34,1993,16,0.0553984355930519
34,1993,17,0.0991597843055058
34,1993,18,0.146996260402063
34,1993,19,0.17151269555508
34,1993,20,0.160870534656789
34,1993,21,0.126128590764319
34,1993,22,0.0856532731821287
34,1993,23,0.0519197833242939
34,1993,24,0.0289335971227293
34,1993,25,0.0152518348136156
34,1993,26,0.00781932459848505
34,1994,1,5.96294011081826e-07
34,1994,2,1.06520507112102e-06
34,1994,3,1.90235340822278e-06
34,1994,4,3.39563285106748e-06
34,1994,5,6.05892631607266e-06
34,1994,6,1.08189004210397e-05
34,1994,7,1.93532994782572e-05
34,1994,8,3.46121466048603e-05
34,1994,9,6.15395938140969e-05
34,1994,10,0.000108271967375758
34,1994,11,0.00019025201411276
34,1994,12,0.000340019333763484
34,1994,13,0.000630161572874479
34,1994,14,0.00124177165063742
34,1994,15,0.00267291309873659
34,1994,16,0.00632194392795258
34,1994,17,0.0155563658084044
34,1994,18,0.0372962084127168
34,1994,19,0.0808971363501752
34,1994,20,0.145478928078051
34,1994,21,0.199164447464042
34,1994,22,0.20155419710054
34,1994,23,0.153660719870319
34,1994,24,0.0905953358325982
34,1994,25,0.0443593432900449
34,1994,26,0.0197926418756804
34,1995,1,1.11022302462511e-16
34,1995,2,1.11022302462511e-16
34,1995,3,1.11022302462511e-16
34,1995,4,1.11022302462511e-16
34,1995,5,1.11022302462511e-16
34,1995,6,1.11022302462511e-16
34,1995,7,1.11022302462511e-16
34,1995,8,1.11022302462511e-16
34,1995,9,1.11022302462511e-16
34,1995,10,1.11022302462511e-16
34,1995,11,2.49893871184686e-14
34,1995,12,0.000933085995395607
34,1995,13,0.164901200945442
34,1995,14,0.000386489299850884
34,1995,15,7.84406408382006e-06
34,1995,16,0.0024368297095715
34,1995,17,0.830118997156125
34,1995,18,0.00121555282939705
34,1995,19,1.06803771523305e-13
34,1995,20,1.11022302462511e-16
34,1995,21,1.11022302462511e-16
34,1995,22,1.11022302462511e-16
34,1995,23,1.11022302462511e-16
34,1995,24,1.11022302462511e-16
34,1995,25,1.11022302462511e-16
34,1995,26,1.11022302462511e-16
34,1996,1,1.7875000083196e-09
34,1996,2,9.06291708413535e-09
34,1996,3,4.62338491710471e-08
34,1996,4,2.38760335478259e-07
34,1996,5,1.24172986976322e-06
34,1996,6,6.31915582745847e-06
34,1996,7,3.05125790314569e-05
34,1996,8,0.000139462750657166
34,1996,9,0.000622081296015966
34,1996,10,0.0027158634089835
34,1996,11,0.00826603578936823
34,1996,12,0.0100183773939041
34,1996,13,0.00341287460971994
34,1996,14,0.000769718917673297
34,1996,15,0.000411353668338334
34,1996,16,0.00111490882415067
34,1996,17,0.00746425502774804
34,1996,18,0.0464464702810238
34,1996,19,0.14887281466938
34,1996,20,0.248274933539062
34,1996,21,0.230393940888029
34,1996,22,0.140404940853042
34,1996,23,0.0722151893372001
34,1996,24,0.0394483787375885
34,1996,25,0.0238291898300254
34,1996,26,0.0151408408687597
34,1997,1,0.0006259036443538
34,1997,2,0.00161499196900875
34,1997,3,0.00402427414300629
34,1997,4,0.00935315949170862
34,1997,5,0.0199152572177491
34,1997,6,0.0395266320525638
34,1997,7,0.0744992104331075
34,1997,8,0.123484159349371
34,1997,9,0.149278445904888
34,1997,10,0.111195197921086
34,1997,11,0.0574435137385489
34,1997,12,0.0278742468336002
34,1997,13,0.0165962683459062
34,1997,14,0.0127155304975527
34,1997,15,0.0121812847705697
34,1997,16,0.0141714464957815
34,1997,17,0.0194256244285281
34,1997,18,0.0304039714924142
34,1997,19,0.0495359198085449
34,1997,20,0.0696766005992756
34,1997,21,0.0701458556773668
34,1997,22,0.0481546733508577
34,1997,23,0.0242222741973305
34,1997,24,0.00963309441615845
34,1997,25,0.00327389035162377
34,1997,26,0.00102857286909833
34,1998,1,0.00198640317332693
34,1998,2,0.00144624934714474
34,1998,3,0.00110784002079049
34,1998,4,0.000939092471589593
34,1998,5,0.000886323832686652
34,1998,6,0.000853780146762652
34,1998,7,0.000764803934287691
34,1998,8,0.000689083396399916
34,1998,9,0.000823554272724267
34,1998,10,0.00167859012853676
34,1998,11,0.00490869742472347
34,1998,12,0.0131782577214878
34,1998,13,0.0222057343001303
34,1998,14,0.023853953476484
34,1998,15,0.0190413287614245
34,1998,16,0.0135147166491192
34,1998,17,0.0109995693174666
34,1998,18,0.0133684141022443
34,1998,19,0.0252310611499579
34,1998,20,0.0542731154887445
34,1998,21,0.096000640865975
34,1998,22,0.127128653732553
34,1998,23,0.14031010863859
34,1998,24,0.143527136289608
34,1998,25,0.142321716340384
34,1998,26,0.138961175016858
34,1999,1,0.00134925643574637
34,1999,2,0.00358244891414144
34,1999,3,0.00841293362102838
34,1999,4,0.0154573679805952
34,1999,5,0.0200768027563584
34,1999,6,0.0174137183167347
34,1999,7,0.0096705164619043
34,1999,8,0.00436645498704111
34,1999,9,0.0028169344709451
34,1999,10,0.00434715538223144
34,1999,11,0.0123974259658172
34,1999,12,0.0306454981104021
34,1999,13,0.0361581572574158
34,1999,14,0.0288331265274565
34,1999,15,0.0305429092653866
34,1999,16,0.0614773225237667
34,1999,17,0.134675490006389
34,1999,18,0.157564190380367
34,1999,19,0.0825093930358757
34,1999,20,0.0371546763977265
34,1999,21,0.0286660784216698
34,1999,22,0.0402774942361656
